src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,packet_rate,byte_rate,packet_count,byte_count,avg_packet_size,min_packet_size,max_packet_size,std_packet_size,time_between_packets_mean,num_syn_flags,num_rst_flags,num_fin_flags,num_urg_flags,num_psh_flags,num_ack_flags,initial_window_size,incomplete_handshake,tcp_flags_count,packets_src_to_dst,packets_dst_to_src,bytes_src_to_dst,bytes_dst_to_src,label
192.168.154.39,192.168.156.30,143,45152,6,1e-06,1000000.0,54000000.0,1,54,54.0,54,54,0,0,0,1,0,0,0,1,0,0,2,1,0,54,0,benign
192.168.156.30,192.168.154.39,45152,23,6,1e-06,1000000.0,60000000.0,1,60,60.0,60,60,0,0,1,0,0,0,0,0,1024,1,1,1,0,60,0,benign
192.168.154.39,192.168.156.30,23,45152,6,1e-06,1000000.0,54000000.0,1,54,54.0,54,54,0,0,0,1,0,0,0,1,0,0,2,1,0,54,0,benign
192.168.156.30,192.168.154.39,45152,111,6,1e-06,1000000.0,60000000.0,1,60,60.0,60,60,0,0,1,0,0,0,0,0,1024,1,1,1,0,60,0,benign
192.168.154.39,192.168.156.30,111,45152,6,1e-06,1000000.0,54000000.0,1,54,54.0,54,54,0,0,0,1,0,0,0,1,0,0,2,1,0,54,0,benign
192.168.155.202,239.255.255.250,64600,1900,17,3.0780694484710693,1.299515838405423,232.61333507457073,4,716,179.0,179,179,0.0,1.0257196426391602,0,0,0,0,0,0,,0,0,4,0,716,0,benign
192.168.156.30,192.168.154.39,45152,993,6,1e-06,1000000.0,60000000.0,1,60,60.0,60,60,0,0,1,0,0,0,0,0,1024,1,1,1,0,60,0,benign
192.168.154.39,192.168.156.30,993,45152,6,1e-06,1000000.0,54000000.0,1,54,54.0,54,54,0,0,0,1,0,0,0,1,0,0,2,1,0,54,0,benign
192.168.156.30,192.168.154.39,45152,139,6,1e-06,1000000.0,60000000.0,1,60,60.0,60,60,0,0,1,0,0,0,0,0,1024,1,1,1,0,60,0,benign
192.168.154.39,192.168.156.30,139,45152,6,1e-06,1000000.0,54000000.0,1,54,54.0,54,54,0,0,0,1,0,0,0,1,0,0,2,1,0,54,0,benign
192.168.157.6,224.0.0.252,60587,5355,17,0.42656660079956055,4.688599614342006,351.64497107565046,2,150,75.0,75,75,0.0,0.4256296157836914,0,0,0,0,0,0,,0,0,2,0,150,0,benign
192.168.155.253,224.0.0.252,64663,5355,17,0.4028360843658447,4.964798531264778,372.35988984485834,2,150,75.0,75,75,0.0,0.4057331085205078,0,0,0,0,0,0,,0,0,2,0,150,0,benign
192.168.156.30,192.168.154.39,45152,80,6,1e-06,1000000.0,60000000.0,1,60,60.0,60,60,0,0,1,0,0,0,0,0,1024,1,1,1,0,60,0,benign
192.168.154.39,192.168.156.30,80,45152,6,1e-06,1000000.0,54000000.0,1,54,54.0,54,54,0,0,0,1,0,0,0,1,0,0,2,1,0,54,0,benign
192.168.156.30,192.168.154.39,45152,256,6,1e-06,1000000.0,60000000.0,1,60,60.0,60,60,0,0,1,0,0,0,0,0,1024,1,1,1,0,60,0,benign
192.168.154.39,192.168.156.30,256,45152,6,1e-06,1000000.0,54000000.0,1,54,54.0,54,54,0,0,0,1,0,0,0,1,0,0,2,1,0,54,0,benign
192.168.156.30,192.168.154.39,45152,135,6,1e-06,1000000.0,60000000.0,1,60,60.0,60,60,0,0,1,0,0,0,0,0,1024,1,1,1,0,60,0,benign
192.168.154.39,192.168.156.30,135,45152,6,1e-06,1000000.0,54000000.0,1,54,54.0,54,54,0,0,0,1,0,0,0,1,0,0,2,1,0,54,0,benign
192.168.156.30,192.168.154.39,45152,199,6,1e-06,1000000.0,60000000.0,1,60,60.0,60,60,0,0,1,0,0,0,0,0,1024,1,1,1,0,60,0,benign
192.168.154.39,192.168.156.30,199,45152,6,1e-06,1000000.0,54000000.0,1,54,54.0,54,54,0,0,0,1,0,0,0,1,0,0,2,1,0,54,0,benign
192.168.152.190,224.0.0.251,5353,5353,17,2.036130428314209,3.929021387212168,361.4699676235195,8,736,92.0,92,92,0.0,0.29110288619995117,0,0,0,0,0,0,,0,0,8,0,736,0,benign
192.168.152.190,224.0.0.252,64448,5355,17,0.4136795997619629,4.834659483210746,415.7807155561242,2,172,86.0,86,86,0.0,0.4155092239379883,0,0,0,0,0,0,,0,0,2,0,172,0,benign
104.81.96.242,192.168.154.39,443,41850,6,0.00022268295288085938,8981.379014989294,700547.5631691649,2,156,78.0,66,90,16.97056274847714,2.384185791015625e-07,0,0,1,0,1,2,503,0,4,2,0,156,0,benign
192.168.153.150,192.168.159.255,36169,21027,17,1e-06,1000000.0,285000000.0,1,285,285.0,285,285,0,0,0,0,0,0,0,0,,0,0,1,0,285,0,benign
192.168.156.30,192.168.154.39,45152,5900,6,1e-06,1000000.0,60000000.0,1,60,60.0,60,60,0,0,1,0,0,0,0,0,1024,1,1,1,0,60,0,benign
192.168.154.39,192.168.156.30,5900,45152,6,1e-06,1000000.0,54000000.0,1,54,54.0,54,54,0,0,0,1,0,0,0,1,0,0,2,1,0,54,0,benign
192.168.156.30,192.168.154.39,45152,8080,6,1e-06,1000000.0,60000000.0,1,60,60.0,60,60,0,0,1,0,0,0,0,0,1024,1,1,1,0,60,0,benign
192.168.154.39,192.168.156.30,8080,45152,6,1e-06,1000000.0,54000000.0,1,54,54.0,54,54,0,0,0,1,0,0,0,1,0,0,2,1,0,54,0,benign
192.168.159.45,239.255.255.250,50256,1900,17,3.0097782611846924,1.3290015585485497,281.74833041229255,4,848,212.0,212,212,0.0,1.0015552043914795,0,0,0,0,0,0,,0,0,4,0,848,0,benign
