src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,packet_count,byte_count,packet_rate,byte_rate,avg_packet_size,min_packet_size,max_packet_size,std_packet_size,iat_mean,iat_std,iat_min,iat_max,num_syn_flags,num_rst_flags,num_fin_flags,num_urg_flags,num_psh_flags,num_ack_flags,tcp_flags_count,initial_window_size,incomplete_handshake,label
192.168.154.39,54.155.246.232,43106.0,80.0,6,0.8863897323608398,5,586,5.640859564881053,661.1087410040594,117.2,66,314,110.06906922473723,0.2229703664779663,0.3895790870627484,0.0001037120819091,0.8042488098144531,1,0,1,0,1,4,7,64240.0,0,benign
54.155.246.232,192.168.154.39,80.0,43106.0,6,0.889070987701416,4,1172,4.499078313579335,1318.229945878745,293.0,66,966,448.6825158171421,0.2970631122589111,0.4421179496502629,0.0013604164123535,0.8053145408630371,1,0,1,0,1,4,7,65160.0,0,benign
192.168.154.39,54.73.148.110,54168.0,80.0,6,1.6772081851959229,5,600,2.981144525845446,357.7373431014535,120.0,66,328,116.32712495372694,0.4193149209022522,0.7787452504449177,0.0002059936523437,1.58575177192688,1,0,1,0,1,4,7,64240.0,0,benign
54.73.148.110,192.168.154.39,80.0,54168.0,6,1.6729881763458252,4,1192,2.3909314223229488,712.4975638522387,298.0,66,986,458.6821702806131,0.5588628451029459,0.8913367438840969,0.0010812282562255,1.5868470668792725,1,0,1,0,1,4,7,65160.0,0,benign
192.168.154.39,54.194.82.94,52884.0,443.0,6,0.3158497810363769,15,2674,47.4909305011436,8466.049877337198,178.26666666666668,66,882,241.9741623357652,0.022647704396929,0.0250375908499653,7.462501525878906e-05,0.0630023479461669,1,0,1,0,4,14,20,64240.0,0,benign
54.194.82.94,192.168.154.39,443.0,52884.0,6,0.3133556842803955,21,21375,67.01649612077526,68213.2192657891,1017.8571428571428,66,2962,1297.1777551944947,0.0157327771186828,0.0277048544449125,0.0,0.0928485393524169,1,0,1,0,17,21,40,41352.0,0,benign
192.168.154.39,18.200.8.190,33904.0,443.0,6,14.925441026687622,137,11818,9.178958246864225,791.8023982586965,86.26277372262774,66,942,118.89208342473196,0.1097460634568158,1.1416409290220226,5.7220458984375e-05,13.303708791732788,1,0,1,0,5,136,143,64240.0,0,benign
18.200.8.190,192.168.154.39,443.0,33904.0,6,14.925322771072388,151,444261,10.117034138294258,29765.58743915725,2942.1258278145697,66,7306,1197.04305856632,0.0994993654886881,1.093669653335906,0.0,13.387415170669556,1,0,1,0,133,151,286,41352.0,0,benign
192.168.154.39,54.73.148.110,39656.0,443.0,6,2.804004907608032,11,1667,3.92296032369772,594.5068054185543,151.54545454545453,66,583,173.465479929791,0.2804587125778198,0.5431200332901123,0.0009100437164306,1.5166733264923096,2,0,1,0,3,9,15,64240.0,0,benign
54.73.148.110,192.168.154.39,443.0,39656.0,6,1.7433767318725586,8,5702,4.588795900360108,3270.664277981667,712.75,66,2300,919.6178942520482,0.2490273884364537,0.5787555794533031,2.384185791015625e-07,1.559922218322754,2,0,1,0,2,8,13,41352.0,0,benign
192.168.156.30,192.168.154.39,41568.0,22.0,6,0.1453018188476562,11,1881,75.704489367288,12945.467681806247,171.0,66,970,265.95751540424646,0.0146265745162963,0.0184443611434405,0.0004911422729492,0.0414507389068603,1,0,1,0,7,10,19,64240.0,0,SSH_BRUTEFORCE
192.168.154.39,192.168.156.30,22.0,41568.0,6,0.1821069717407226,11,2497,60.4040575429556,13711.72106225092,227.0,66,1186,349.00286531775066,0.0182935953140258,0.0187639071125464,0.000173807144165,0.0419325828552246,1,0,1,0,5,11,18,65160.0,0,benign
192.168.154.39,192.168.156.30,22.0,41676.0,6,0.0199658870697021,4,294,200.3417121431045,14725.11584251818,73.5,66,88,10.376254944182254,0.0037992000579833,0.0038234539184668,6.4849853515625e-05,0.0077059268951416,1,1,0,0,1,4,7,65160.0,0,benign
192.168.154.39,18.200.8.190,57274.0,443.0,6,1.1294946670532229,9,1485,7.968165111819792,1314.7472434502656,165.0,66,583,182.8045404250124,0.1403449177742004,0.3269923171394523,6.103515625e-05,0.9477975368499756,1,0,1,0,3,8,13,64240.0,0,benign
18.200.8.190,192.168.154.39,443.0,57274.0,6,1.1281273365020752,7,5548,6.204973298231146,4917.884551226629,792.5714285714286,66,2962,1247.416778405525,0.1871214310328165,0.3938044278610298,2.384185791015625e-07,0.9888460636138916,1,0,1,0,3,7,12,41352.0,0,benign
192.168.159.92,224.0.0.251,5353.0,5353.0,17,19.01172685623169,24,4680,1.2623787508357374,246.1638564129688,195.0,83,310,112.92860383984826,0.8264350372812023,1.966209408346121,0.0,7.981033086776733,0,0,0,0,0,0,0,,0,benign
192.168.155.253,224.0.0.252,50444.0,5355.0,17,1e-06,1,75,1000000.0,75000000.0,75.0,75,75,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,benign
