src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,packet_rate,byte_rate,packet_count,byte_count,avg_packet_size,min_packet_size,max_packet_size,std_packet_size,time_between_packets_mean,num_syn_flags,num_rst_flags,num_fin_flags,num_urg_flags,num_psh_flags,num_ack_flags,initial_window_size,incomplete_handshake,tcp_flags_count,packets_src_to_dst,packets_dst_to_src,bytes_src_to_dst,bytes_dst_to_src,label
192.168.154.39,99.86.114.10,34806.0,443.0,6,0.2559154033660888,125.0413206047772,11820.312338420346,32,3025,94.53125,66,583,106.31298417803306,0.0082739091688586,1,0,1,0,3,31,64240.0,0,36,32,0,3025,0,benign
99.86.114.10,192.168.154.39,443.0,34806.0,6,0.2540888786315918,129.87581423367732,289131.1118993062,33,73465,2226.212121212121,66,2922,1133.8746557042734,0.0079817771911621,1,0,1,0,27,33,65535.0,0,62,33,0,73465,0,benign
192.168.154.39,99.86.114.10,34810.0,443.0,6,0.4259176254272461,65.74041159229479,6515.344363164931,28,2775,99.10714285714286,66,583,114.66580725960706,0.015784705126727,1,0,1,0,3,27,64240.0,0,32,28,0,2775,0,benign
99.86.114.10,192.168.154.39,443.0,34810.0,6,0.4339470863342285,80.65499481898307,175401.56944705418,35,76115,2174.714285714286,66,2922,1114.667889643225,0.0126343474668615,1,0,1,0,28,35,65535.0,0,65,35,0,76115,0,benign
192.168.154.39,99.86.114.25,53626.0,443.0,6,0.2830510139465332,120.11968982532038,11160.532357593736,34,3159,92.91176470588236,66,583,103.44091203020172,0.0085400668057528,1,0,1,0,3,33,64240.0,0,38,34,0,3159,0,benign
99.86.114.25,192.168.154.39,443.0,53626.0,6,0.2811253070831299,120.94250906392452,287231.3447615817,34,80748,2374.9411764705883,66,2922,1036.6600781582451,0.008545666029959,1,0,1,0,29,34,65535.0,0,65,34,0,80748,0,benign
192.168.159.129,224.0.0.251,5353.0,5353.0,17,9.048108339309692,0.7736423722501593,135.1663744659921,7,1223,174.71428571428572,93,321,99.16100424009814,1.5088201363881428,0,0,0,0,0,0,,0,0,7,0,1223,0,benign
192.168.157.6,224.0.0.251,5353.0,5353.0,17,14.008277416229248,1.5705000226874408,127.21050183768271,22,1782,81.0,81,81,0.0,0.6669817084357852,0,0,0,0,0,0,,0,0,22,0,1782,0,benign
192.168.157.6,192.168.159.255,137.0,137.0,17,14.74851942062378,1.15265807469649,106.0445428720771,17,1564,92.0,92,92,0.0,0.9212229996919632,0,0,0,0,0,0,,0,0,17,0,1564,0,benign
192.168.152.124,224.0.0.251,5353.0,5353.0,17,0.7835350036621094,7.657603006830608,1673.186256992488,6,1311,218.5,93,387,139.48153999723405,0.1615846633911132,0,0,0,0,0,0,,0,0,6,0,1311,0,benign
192.168.154.39,54.239.39.201,59356.0,443.0,6,0.6511240005493164,27.644503942128413,4292.577139902717,18,2795,155.27777777777777,54,881,228.03890420291307,0.0383146650650922,1,0,1,0,4,17,64240.0,0,23,18,0,2795,0,benign
54.239.39.201,192.168.154.39,443.0,59356.0,6,0.6387696266174316,28.17917328868309,37763.223226089634,18,24122,1340.111111111111,60,4150,1328.5767213733511,0.0381544898538028,1,0,1,0,12,18,8190.0,0,32,18,0,24122,0,benign
192.168.153.157,224.0.0.251,5353.0,5353.0,17,0.8107702732086182,7.400369991680922,1107.5887087549113,6,898,149.66666666666666,82,253,76.65681096071415,0.160204267501831,0,0,0,0,0,0,,0,0,6,0,898,0,benign
192.168.156.226,192.168.159.255,57621.0,57621.0,17,1e-06,1000000.0,86000000.0,1,86,86.0,86,86,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,86,0,benign
192.168.157.222,192.168.159.255,57621.0,57621.0,17,1e-06,1000000.0,86000000.0,1,86,86.0,86,86,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,86,0,benign
192.168.154.39,99.86.114.10,34806.0,443.0,6,1e-06,1000000.0,66000000.0,1,66,66.0,66,66,0.0,0.0,0,0,0,0,0,1,501.0,0,1,1,0,66,0,benign
192.168.155.209,255.255.255.255,17500.0,17500.0,17,0.0048964023590087,816.926328090763,143779.0337439743,4,704,176.0,176,176,0.0,0.000926653544108,0,0,0,0,0,0,,0,0,4,0,704,0,benign
192.168.155.209,192.168.159.255,17500.0,17500.0,17,1e-06,1000000.0,176000000.0,1,176,176.0,176,176,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,176,0,benign
192.168.159.87,239.255.255.250,49750.0,1900.0,17,3.017738342285156,1.3254959662841526,281.00514485224033,4,848,212.0,212,212,0.0,1.007835865020752,0,0,0,0,0,0,,0,0,4,0,848,0,benign
192.168.155.222,224.0.0.251,5353.0,5353.0,17,4.971859216690064,0.4022640048387106,39.22074047177429,2,195,97.5,87,108,14.849242404917495,4.9700140953063965,0,0,0,0,0,0,,0,0,2,0,195,0,benign
192.168.156.213,224.0.0.251,5353.0,5353.0,17,0.761204719543457,7.8822422483120995,3129.2501725799034,6,2382,397.0,84,747,343.4728519111809,0.1521812438964843,0,0,0,0,0,0,,0,0,6,0,2382,0,benign
192.168.157.6,224.0.0.252,56525.0,5355.0,17,0.4179079532623291,4.785742851714909,358.93071387861823,2,150,75.0,75,75,0.0,0.4146182537078857,0,0,0,0,0,0,,0,0,2,0,150,0,benign
192.168.156.58,224.0.0.251,5353.0,5353.0,17,0.7968850135803223,7.529317150842902,3053.138104666797,6,2433,405.5,93,761,343.13597887717924,0.159346866607666,0,0,0,0,0,0,,0,0,6,0,2433,0,benign
192.168.159.92,224.0.0.251,5353.0,5353.0,17,8.216413497924805,1.9473216634047288,379.72772436392216,16,3120,195.0,83,310,114.17647159842814,0.5472970485687256,0,0,0,0,0,0,,0,0,16,0,3120,0,benign
192.168.155.222,239.255.255.250,53592.0,1900.0,17,1e-06,1000000.0,167000000.0,1,167,167.0,167,167,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,167,0,benign
192.168.153.44,224.0.0.251,5353.0,5353.0,17,2.8779993057250977,1.7373180007561797,134.81587685867956,5,388,77.6,70,108,16.994116628998402,0.7201398611068726,0,0,0,0,0,0,,0,0,5,0,388,0,benign
192.168.153.44,224.0.0.252,57233.0,5355.0,17,0.4078545570373535,4.903708847899005,313.83736626553633,2,128,64.0,64,64,0.0,0.4108712673187256,0,0,0,0,0,0,,0,0,2,0,128,0,benign
192.168.153.44,192.168.159.255,137.0,137.0,17,1.5188910961151123,1.975125147334881,181.71151355480904,3,276,92.0,92,92,0.0,0.7607841491699219,0,0,0,0,0,0,,0,0,3,0,276,0,benign
192.168.156.41,224.0.0.252,63737.0,5355.0,17,0.4067604541778564,4.916898826957986,358.933614367933,2,146,73.0,73,73,0.0,0.4052400588989258,0,0,0,0,0,0,,0,0,2,0,146,0,benign
192.168.157.222,192.168.159.255,53780.0,1947.0,17,1e-06,1000000.0,82000000.0,1,82,82.0,82,82,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,82,0,benign
192.168.152.190,224.0.0.251,5353.0,5353.0,17,2.0568675994873047,9.723523286080836,894.564142319437,20,1840,92.0,92,92,0.0,0.1084170968909012,0,0,0,0,0,0,,0,0,20,0,1840,0,benign
192.168.152.190,224.0.0.252,59757.0,5355.0,17,0.4099817276000976,4.878266189343028,419.53089228350046,2,172,86.0,86,86,0.0,0.4106826782226562,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.152.190,224.0.0.252,52005.0,5355.0,17,0.4173691272735595,4.791921273777215,412.1052295448405,2,172,86.0,86,86,0.0,0.4141254425048828,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.152.190,224.0.0.252,60576.0,5355.0,17,0.411144495010376,4.864469850069442,418.344407105972,2,172,86.0,86,86,0.0,0.4136576652526855,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.155.222,192.168.159.255,57621.0,57621.0,17,1e-06,1000000.0,86000000.0,1,86,86.0,86,86,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,86,0,benign
192.168.156.41,224.0.0.252,61993.0,5355.0,17,0.4302523136138916,4.6484352011987085,339.3357696875057,2,146,73.0,73,73,0.0,0.4240400791168213,0,0,0,0,0,0,,0,0,2,0,146,0,benign
192.168.156.41,239.255.255.250,61996.0,1900.0,17,3.0789003372192383,1.2991651440113416,232.55056077803016,4,716,179.0,179,179,0.0,1.0267426172892251,0,0,0,0,0,0,,0,0,4,0,716,0,benign
192.168.154.39,99.86.114.10,34810.0,443.0,6,1e-06,1000000.0,66000000.0,1,66,66.0,66,66,0.0,0.0,0,0,0,0,0,1,791.0,0,1,1,0,66,0,benign
192.168.152.190,224.0.0.252,61962.0,5355.0,17,0.3944742679595947,5.070039195065713,436.0233707756513,2,172,86.0,86,86,0.0,0.4098749160766601,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.158.250,224.0.0.251,5353.0,5353.0,17,1e-06,1000000.0,87000000.0,1,87,87.0,87,87,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,87,0,benign
192.168.152.190,224.0.0.252,50784.0,5355.0,17,0.4101054668426513,4.876794292448087,419.4043091505354,2,172,86.0,86,86,0.0,0.4124147891998291,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.157.198,224.0.0.251,5353.0,5353.0,17,2.0014448165893555,1.9985562264046652,195.8585101876572,4,392,98.0,79,117,21.93931022920578,0.666510820388794,0,0,0,0,0,0,,0,0,4,0,392,0,benign
192.168.157.198,224.0.0.252,50399.0,5355.0,17,1e-06,1000000.0,73000000.0,1,73,73.0,73,73,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,73,0,benign
192.168.158.125,224.0.0.251,5353.0,5353.0,17,0.7941837310791016,7.554926857853744,1560.092396146798,6,1239,206.5,93,363,126.54445859064712,0.15673828125,0,0,0,0,0,0,,0,0,6,0,1239,0,benign
192.168.157.237,224.0.0.251,43690.0,5353.0,17,1e-06,1000000.0,86000000.0,1,86,86.0,86,86,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,86,0,benign
192.168.157.237,224.0.0.251,40896.0,5353.0,17,1e-06,1000000.0,86000000.0,1,86,86.0,86,86,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,86,0,benign
192.168.157.197,224.0.0.251,5353.0,5353.0,17,10.01983094215393,3.393270824257153,268.4676034485807,34,2690,79.11764705882354,71,93,4.463757799191122,0.3036022330775405,0,0,0,0,0,0,,0,0,34,0,2690,0,benign
192.168.154.254,224.0.0.251,5353.0,5353.0,17,1e-06,1000000.0,133000000.0,1,133,133.0,133,133,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,133,0,benign
192.168.154.133,224.0.0.251,5353.0,5353.0,17,10.01342749595642,2.596513532504151,208.8196075563915,26,2091,80.42307692307692,72,93,3.732806739418229,0.4007664489746094,0,0,0,0,0,0,,0,0,26,0,2091,0,benign
192.168.159.87,224.0.0.251,5353.0,5353.0,17,1e-06,1000000.0,132000000.0,1,132,132.0,132,132,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,132,0,benign
192.168.154.39,18.154.80.217,40420.0,443.0,6,0.1473488807678222,74.65275570930673,11021.46138835583,11,1624,147.63636363636363,66,583,171.35359507595558,0.0146978378295898,1,0,1,0,3,10,64240.0,0,15,11,0,1624,0,benign
18.154.80.217,192.168.154.39,443.0,40420.0,6,0.1574594974517822,63.5083952497831,68531.90931404094,10,10791,1079.1,66,2922,1160.4579986654694,0.0168181525336371,1,0,1,0,5,10,65535.0,0,17,10,0,10791,0,benign
192.168.158.250,239.255.255.250,51099.0,1900.0,17,1e-06,1000000.0,167000000.0,1,167,167.0,167,167,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,167,0,benign
192.168.159.4,224.0.0.251,5353.0,5353.0,17,0.7784874439239502,7.707253401232936,1506.768039941039,6,1173,195.5,93,341,114.72706742525932,0.1544417858123779,0,0,0,0,0,0,,0,0,6,0,1173,0,benign
192.168.156.41,224.0.0.252,50225.0,5355.0,17,0.4044933319091797,4.94445728081633,360.94538149959214,2,146,73.0,73,73,0.0,0.4051845073699951,0,0,0,0,0,0,,0,0,2,0,146,0,benign
192.168.156.41,192.168.159.255,137.0,137.0,17,2.274519205093384,5.275840262473107,580.3424288720418,12,1320,110.0,110,110,0.0,0.2059140638871626,0,0,0,0,0,0,,0,0,12,0,1320,0,benign
192.168.157.198,224.0.0.252,59428.0,5355.0,17,1e-06,1000000.0,73000000.0,1,73,73.0,73,73,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,73,0,benign
192.168.157.198,192.168.159.255,137.0,137.0,17,2.31386661529541,5.186124351626884,570.4736786789572,12,1320,110.0,110,110,0.0,0.2105621207844127,0,0,0,0,0,0,,0,0,12,0,1320,0,benign
192.168.157.6,224.0.0.252,56625.0,5355.0,17,0.4295003414154053,4.656573714025607,349.24302855192053,2,150,75.0,75,75,0.0,0.4156603813171386,0,0,0,0,0,0,,0,0,2,0,150,0,benign
192.168.155.21,192.168.159.255,137.0,137.0,17,3.78403377532959,1.585609525770525,145.87607637088828,6,552,92.0,92,92,0.0,0.7582432270050049,0,0,0,0,0,0,,0,0,6,0,552,0,benign
192.168.154.39,99.86.114.25,53626.0,443.0,6,1e-06,1000000.0,66000000.0,1,66,66.0,66,66,0.0,0.0,0,0,0,0,0,1,674.0,0,1,1,0,66,0,benign
192.168.154.80,224.0.0.251,5353.0,5353.0,17,0.7888379096984863,7.606125322112563,1494.603625795119,6,1179,196.5,93,343,115.79939550792136,0.1564540386199951,0,0,0,0,0,0,,0,0,6,0,1179,0,benign
192.168.157.222,224.0.0.251,5353.0,5353.0,17,1.0017132759094238,1.996579308769032,169.7092412453677,2,170,85.0,85,85,0.0,1.00384783744812,0,0,0,0,0,0,,0,0,2,0,170,0,benign
192.168.157.6,224.0.0.252,51020.0,5355.0,17,0.4066634178161621,4.918072077248237,368.85540579361776,2,150,75.0,75,75,0.0,0.4069619178771972,0,0,0,0,0,0,,0,0,2,0,150,0,benign
192.168.156.226,239.255.255.250,51204.0,1900.0,17,3.038605213165283,1.3163934500833827,279.0754114176772,4,848,212.0,212,212,0.0,1.012756109237671,0,0,0,0,0,0,,0,0,4,0,848,0,benign
192.168.154.39,54.239.39.201,45412.0,443.0,6,0.5677330493927002,42.27338892050168,3912.0498663514254,24,2221,92.54166666666669,54,571,121.78205021111768,0.0246905554895815,1,0,1,0,3,23,64240.0,0,28,24,0,2221,0,benign
54.239.39.201,192.168.154.39,443.0,45412.0,6,0.5677130222320557,49.3206935608302,95106.15026535376,28,53993,1928.321428571429,60,4150,1265.091244069022,0.0210479453757957,1,0,1,0,21,28,8190.0,0,51,28,0,53993,0,benign
192.168.154.39,192.168.152.2,43734.0,53.0,17,1e-06,1000000.0,86000000.0,1,86,86.0,86,86,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,86,0,benign
192.168.154.39,192.168.152.2,45200.0,53.0,17,1e-06,1000000.0,86000000.0,1,86,86.0,86,86,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,86,0,benign
