src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,packet_rate,byte_rate,packet_count,byte_count,avg_packet_size,min_packet_size,max_packet_size,std_packet_size,time_between_packets_mean,num_syn_flags,num_rst_flags,num_fin_flags,num_urg_flags,num_psh_flags,num_ack_flags,initial_window_size,incomplete_handshake,tcp_flags_count,packets_src_to_dst,packets_dst_to_src,bytes_src_to_dst,bytes_dst_to_src,label
192.168.154.39,142.251.36.36,55434.0,443.0,6,0.1639773845672607,67.08242132919241,9726.9510927329,11,1595,145.0,66,583,167.03951628282454,0.0170157194137573,0,0,1,0,3,11,502.0,0,15,11,0,1595,0,benign
142.251.36.36,192.168.154.39,443.0,55434.0,6,0.1934926509857177,67.1860142169408,76018.39100899865,13,14709,1131.4615384615386,66,2866,1048.7589185464738,0.0168028672536214,1,0,1,0,9,13,65535.0,0,24,13,0,14709,0,benign
192.168.154.39,142.251.36.36,59888.0,443.0,6,0.1834831237792968,54.500925175159566,9494.061165512796,10,1742,174.2,66,583,206.6154775314656,0.020396179623074,1,0,1,0,3,9,64240.0,0,14,10,0,1742,0,benign
142.251.36.36,192.168.154.39,443.0,59888.0,6,0.1841709613800048,48.86763870135889,39957.43924481112,9,7359,817.6666666666666,66,2866,1052.9115584891258,0.0229929983615875,1,0,1,0,5,9,65535.0,0,16,9,0,7359,0,benign
192.168.154.39,142.251.36.36,59904.0,443.0,6,0.1966850757598877,50.842698467920144,8877.135152498857,10,1746,174.6,66,583,207.4111322416851,0.0222593678368462,1,0,1,0,3,9,64240.0,0,14,10,0,1746,0,benign
142.251.36.36,192.168.154.39,443.0,59904.0,6,0.2011604309082031,44.74040923141107,36731.875978988486,9,7389,821.0,66,2866,1052.450830205383,0.025095134973526,1,0,1,0,5,9,65535.0,0,16,9,0,7389,0,benign
192.168.154.39,142.251.36.36,54590.0,443.0,6,0.172365665435791,58.01619466798717,10268.86645623373,10,1770,177.0,66,583,212.28073655212123,0.0196846856011284,1,0,1,0,3,9,64240.0,0,14,10,0,1770,0,benign
142.251.36.36,192.168.154.39,443.0,54590.0,6,0.1781816482543945,50.51025225196294,42372.48938914669,9,7550,838.8888888888889,66,2866,1051.4767525300365,0.022132933139801,1,0,1,0,5,9,65535.0,0,16,9,0,7550,0,benign
192.168.153.157,224.0.0.251,5353.0,5353.0,17,0.0021588802337646,926.4061844284926,209831.0007730536,2,453,226.5,200,253,37.476659402887016,4.76837158203125e-07,0,0,0,0,0,0,,0,0,2,0,453,0,benign
192.168.158.236,239.255.255.250,58872.0,1900.0,17,11.742491245269775,0.5109648263452594,91.46270391580144,6,1074,179.0,179,179,0.0,2.349965333938598,0,0,0,0,0,0,,0,0,6,0,1074,0,benign
192.168.159.92,224.0.0.251,5353.0,5353.0,17,14.8335919380188,1.0786328804820142,210.3334116939928,16,3120,195.0,83,310,114.17647159842814,0.9887391726175944,0,0,0,0,0,0,,0,0,16,0,3120,0,benign
192.168.154.39,142.251.36.36,55434.0,443.0,6,1e-06,1000000.0,66000000.0,1,66,66.0,66,66,0.0,0.0,0,0,0,0,0,1,501.0,0,1,1,0,66,0,benign
192.168.152.154,192.168.159.255,57621.0,57621.0,17,1e-06,1000000.0,86000000.0,1,86,86.0,86,86,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,86,0,benign
192.168.157.12,239.255.255.250,54898.0,3702.0,17,4.013547420501709,0.7474684327075892,521.7329660298973,3,2094,698.0,698,698,0.0,2.005872368812561,0,0,0,0,0,0,,0,0,3,0,2094,0,benign
192.168.157.6,192.168.159.255,137.0,137.0,17,15.255994081497192,1.1143161113714626,102.51708224617455,17,1564,92.0,92,92,0.0,0.9536076933145524,0,0,0,0,0,0,,0,0,17,0,1564,0,benign
192.168.156.72,224.0.0.251,5353.0,5353.0,17,5.015276908874512,1.1963447101760274,210.5566689909808,6,1056,176.0,171,186,7.745966692414834,1.002247142791748,0,0,0,0,0,0,,0,0,6,0,1056,0,benign
192.168.157.178,192.168.159.255,27036.0,27036.0,17,3.067253828048706,0.6520490680330618,106.28399808938909,2,326,163.0,83,243,113.1370849898476,3.069034576416016,0,0,0,0,0,0,,0,0,2,0,326,0,benign
192.168.157.6,192.168.159.255,57621.0,57621.0,17,1e-06,1000000.0,86000000.0,1,86,86.0,86,86,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,86,0,benign
192.168.155.202,224.0.0.251,5353.0,5353.0,17,1e-06,1000000.0,87000000.0,1,87,87.0,87,87,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,87,0,benign
192.168.157.6,224.0.0.251,5353.0,5353.0,17,15.181893348693848,1.9101701832528664,271.3759018966141,29,4120,142.06896551724137,81,981,223.5671728769171,0.5421032905578613,0,0,0,0,0,0,,0,0,29,0,4120,0,benign
192.168.158.250,224.0.0.251,5353.0,5353.0,17,1e-06,1000000.0,87000000.0,1,87,87.0,87,87,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,87,0,benign
192.168.155.202,239.255.255.250,50816.0,1900.0,17,1e-06,1000000.0,167000000.0,1,167,167.0,167,167,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,167,0,benign
192.168.157.6,224.0.0.252,60764.0,5355.0,17,0.4135444164276123,4.836239882711811,362.7179912033858,2,150,75.0,75,75,0.0,0.4133059978485107,0,0,0,0,0,0,,0,0,2,0,150,0,benign
192.168.156.213,224.0.0.251,5353.0,5353.0,17,0.8067529201507568,7.437221298038547,2952.576855321304,6,2382,397.0,84,747,343.4728519111809,0.1571170330047607,0,0,0,0,0,0,,0,0,6,0,2382,0,benign
192.168.157.178,224.0.0.251,5353.0,5353.0,17,0.0803878307342529,49.75877522088199,4975.877522088199,4,400,100.0,81,119,21.93931022920578,0.0261785189310709,0,0,0,0,0,0,,0,0,4,0,400,0,benign
192.168.157.178,224.0.0.252,51815.0,5355.0,17,1e-06,1000000.0,75000000.0,1,75,75.0,75,75,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,75,0,benign
192.168.159.52,192.168.159.255,57621.0,57621.0,17,1e-06,1000000.0,86000000.0,1,86,86.0,86,86,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,86,0,benign
192.168.158.250,239.255.255.250,51099.0,1900.0,17,1e-06,1000000.0,167000000.0,1,167,167.0,167,167,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,167,0,benign
192.168.157.197,224.0.0.251,5353.0,5353.0,17,10.015449285507202,3.893984072829836,302.63245448069824,39,3031,77.71794871794872,71,83,4.186121920601818,0.2636176724182932,0,0,0,0,0,0,,0,0,39,0,3031,0,benign
192.168.159.129,224.0.0.251,5353.0,5353.0,17,1e-06,1000000.0,110000000.0,1,110,110.0,110,110,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,110,0,benign
192.168.157.222,224.0.0.251,5353.0,5353.0,17,1e-06,1000000.0,131000000.0,1,131,131.0,131,131,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,131,0,benign
192.168.154.254,224.0.0.251,5353.0,5353.0,17,0.0016980171203613,1177.8444257231115,156653.30862117384,2,266,133.0,133,133,0.0,0.0,0,0,0,0,0,0,,0,0,2,0,266,0,benign
192.168.155.222,224.0.0.251,5353.0,5353.0,17,1e-06,1000000.0,108000000.0,1,108,108.0,108,108,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,108,0,benign
192.168.156.58,224.0.0.251,5353.0,5353.0,17,0.7667117118835449,7.825627164687598,3173.291815280821,6,2433,405.5,93,761,343.13597887717924,0.1527312278747558,0,0,0,0,0,0,,0,0,6,0,2433,0,benign
192.168.154.133,224.0.0.251,5353.0,5353.0,17,10.024585485458374,3.2919066876001684,262.2552327788134,33,2629,79.66666666666667,72,93,4.232808366400098,0.3132635429501533,0,0,0,0,0,0,,0,0,33,0,2629,0,benign
192.168.154.39,142.251.36.36,54592.0,443.0,6,0.1782741546630859,56.093380551424566,10079.980485090997,10,1797,179.7,66,598,217.94497266766928,0.0184144443935818,1,0,1,0,3,9,64240.0,0,14,10,0,1797,0,benign
142.251.36.36,192.168.154.39,443.0,54592.0,6,0.1664936542510986,54.056114273440016,44452.14463752551,9,7401,822.3333333333334,66,2866,1052.1339030750792,0.0207538306713104,1,0,1,0,5,9,65535.0,0,16,9,0,7401,0,benign
192.168.154.60,192.168.159.255,57621.0,57621.0,17,1e-06,1000000.0,86000000.0,1,86,86.0,86,86,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,86,0,benign
192.168.157.6,224.0.0.252,52358.0,5355.0,17,0.4179761409759521,4.784962116091378,358.8721587068533,2,150,75.0,75,75,0.0,0.4180829524993896,0,0,0,0,0,0,,0,0,2,0,150,0,benign
192.168.157.222,192.168.159.255,63646.0,1947.0,17,1e-06,1000000.0,82000000.0,1,82,82.0,82,82,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,82,0,benign
192.168.154.139,192.168.159.255,27036.0,27036.0,17,6.037063121795654,0.8282172803442227,106.0118118840605,5,640,128.0,82,197,62.9880941130941,1.508971095085144,0,0,0,0,0,0,,0,0,5,0,640,0,benign
192.168.154.39,142.251.36.36,59888.0,443.0,6,1e-06,1000000.0,66000000.0,1,66,66.0,66,66,0.0,0.0,0,0,0,0,0,1,501.0,0,1,1,0,66,0,benign
192.168.157.237,224.0.0.251,39668.0,5353.0,17,1e-06,1000000.0,86000000.0,1,86,86.0,86,86,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,86,0,benign
192.168.157.237,224.0.0.251,42990.0,5353.0,17,1e-06,1000000.0,86000000.0,1,86,86.0,86,86,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,86,0,benign
192.168.156.39,239.255.255.250,63541.0,1900.0,17,6.018136262893677,0.4984931993808864,89.23028268917867,3,537,179.0,179,179,0.0,3.009554386138916,0,0,0,0,0,0,,0,0,3,0,537,0,benign
192.168.158.125,224.0.0.251,5353.0,5353.0,17,0.788644552230835,7.607990168736764,1571.0499698441415,6,1239,206.5,93,363,126.54445859064712,0.1573734760284423,0,0,0,0,0,0,,0,0,6,0,1239,0,benign
