src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,packet_rate,byte_rate,packet_count,byte_count,avg_packet_size,min_packet_size,max_packet_size,std_packet_size,time_between_packets_mean,num_syn_flags,num_rst_flags,num_fin_flags,num_urg_flags,num_psh_flags,num_ack_flags,initial_window_size,incomplete_handshake,tcp_flags_count,packets_src_to_dst,packets_dst_to_src,bytes_src_to_dst,bytes_dst_to_src,label
192.168.153.150,192.168.159.255,36169.0,21027.0,17,1e-06,1000000.0,285000000.0,1,285,285.0,285,285,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,285,0,benign
192.168.159.45,224.0.0.251,5353.0,5353.0,17,1e-06,1000000.0,87000000.0,1,87,87.0,87,87,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,87,0,benign
192.168.152.190,224.0.0.251,5353.0,5353.0,17,5.075363874435425,25.61392704369615,2353.328804691591,130,11944,91.87692307692308,90,93,0.8166426316543978,0.0393331180247225,0,0,0,0,0,0,,0,0,130,0,11944,0,benign
192.168.152.190,224.0.0.252,65122.0,5355.0,17,0.4125866889953613,4.847466128560647,416.88208705621565,2,172,86.0,86,86,0.0,0.4152443408966064,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.155.21,192.168.159.255,137.0,137.0,17,3.80257511138916,1.5778781021390724,145.16478539679466,6,552,92.0,92,92,0.0,0.7593141078948975,0,0,0,0,0,0,,0,0,6,0,552,0,benign
192.168.152.190,224.0.0.252,63018.0,5355.0,17,0.4227631092071533,4.730781746190638,406.84723017239486,2,172,86.0,86,86,0.0,0.422914981842041,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.152.190,224.0.0.252,51440.0,5355.0,17,0.4150457382202148,4.818746022007918,414.41215789268097,2,172,86.0,86,86,0.0,0.4155964851379394,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.152.190,224.0.0.252,49963.0,5355.0,17,0.4244427680969238,4.712060495146165,405.2372025825703,2,172,86.0,86,86,0.0,0.4203166961669922,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.152.190,224.0.0.252,58999.0,5355.0,17,0.4197518825531006,4.76471954773661,409.76588110534846,2,172,86.0,86,86,0.0,0.4143171310424804,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.155.209,224.0.0.251,5353.0,5353.0,17,1.0463981628417969,7.645273361598501,535.169135311895,8,560,70.0,70,70,0.0,0.149632522038051,0,0,0,0,0,0,,0,0,8,0,560,0,benign
192.168.155.209,192.168.159.255,137.0,137.0,17,1.5696802139282229,3.822434625065844,351.66398550605766,6,552,92.0,92,92,0.0,0.3123735904693603,0,0,0,0,0,0,,0,0,6,0,552,0,benign
192.168.155.209,224.0.0.252,64939.0,5355.0,17,0.4092378616333008,4.887133345917314,312.7765341387081,2,128,64.0,64,64,0.0,0.4101438522338867,0,0,0,0,0,0,,0,0,2,0,128,0,benign
192.168.155.209,224.0.0.252,56835.0,5355.0,17,0.4262099266052246,4.692523273519372,300.3214895052398,2,128,64.0,64,64,0.0,0.4244062900543213,0,0,0,0,0,0,,0,0,2,0,128,0,benign
192.168.152.190,224.0.0.252,57587.0,5355.0,17,0.4240560531616211,4.716357625574884,405.60675579944,2,172,86.0,86,86,0.0,0.4232749938964844,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.152.190,224.0.0.252,61040.0,5355.0,17,0.4210433959960937,4.75010419120445,408.50896044358274,2,172,86.0,86,86,0.0,0.4206194877624511,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.157.198,224.0.0.252,56318.0,5355.0,17,1e-06,1000000.0,73000000.0,1,73,73.0,73,73,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,73,0,benign
192.168.156.30,192.168.154.39,,,1,15.001914501190186,474.4727747538682,28468.36648523209,7118,427080,60.0,60,60,0.0,0.002108024314697,0,0,0,0,0,0,,0,0,7118,0,427080,0,ICMP flood
192.168.154.39,192.168.156.30,,,1,15.002057552337646,474.00164778676987,19908.069207044333,7111,298662,42.0,42,42,0.0,0.0021100985517649,0,0,0,0,0,0,,0,0,7111,0,298662,0,ICMP flood
192.168.159.87,224.0.0.251,5353.0,5353.0,17,14.396528959274292,0.1389223753626802,15.21200010221349,2,219,109.5,87,132,31.81980515339464,14.38617706298828,0,0,0,0,0,0,,0,0,2,0,219,0,benign
192.168.157.198,192.168.159.255,137.0,137.0,17,2.290008306503296,5.240155664903798,576.4171231394179,12,1320,110.0,110,110,0.0,0.2080930146304044,0,0,0,0,0,0,,0,0,12,0,1320,0,benign
192.168.152.190,224.0.0.252,52115.0,5355.0,17,0.416576623916626,4.801037516690523,412.889226435385,2,172,86.0,86,86,0.0,0.4159092903137207,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.159.45,239.255.255.250,56452.0,1900.0,17,1e-06,1000000.0,167000000.0,1,167,167.0,167,167,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,167,0,benign
192.168.152.190,224.0.0.252,55503.0,5355.0,17,0.4143598079681396,4.826722962845327,415.0981748046982,2,172,86.0,86,86,0.0,0.4160280227661133,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.152.190,224.0.0.252,56203.0,5355.0,17,0.4189743995666504,4.773561349019465,410.526276015674,2,172,86.0,86,86,0.0,0.4216034412384033,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.152.190,224.0.0.252,64355.0,5355.0,17,0.4149301052093506,4.82008891350728,414.52764656162606,2,172,86.0,86,86,0.0,0.4193418025970459,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.156.102,224.0.0.251,5353.0,5353.0,17,0.7801949977874756,7.6903851178425455,1595.7549119523285,6,1245,207.5,93,365,127.62092304947492,0.1552754878997802,0,0,0,0,0,0,,0,0,6,0,1245,0,benign
192.168.157.6,224.0.0.252,55366.0,5355.0,17,0.4130547046661377,4.8419736596791765,363.1480244759382,2,150,75.0,75,75,0.0,0.4148480892181396,0,0,0,0,0,0,,0,0,2,0,150,0,benign
192.168.152.190,224.0.0.252,51068.0,5355.0,17,0.4218428134918213,4.741102458152404,407.7348114011068,2,172,86.0,86,86,0.0,0.4226737022399902,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.152.190,224.0.0.252,51107.0,5355.0,17,0.4293434619903564,4.6582751970377565,400.611666945247,2,172,86.0,86,86,0.0,0.4219753742218017,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.152.190,224.0.0.252,57815.0,5355.0,17,0.4187371730804443,4.776265706927759,410.7588507957873,2,172,86.0,86,86,0.0,0.4198460578918457,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.152.190,224.0.0.252,63780.0,5355.0,17,0.4164407253265381,4.802604256420326,413.0239660521481,2,172,86.0,86,86,0.0,0.4175851345062256,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.154.39,185.15.59.224,36240.0,443.0,6,1.3409438133239746,26.84676243873488,3099.309574871727,36,4156,115.44444444444444,66,728,159.3840724152904,0.0379660742623465,1,0,1,0,4,35,64240.0,0,41,36,0,4156,0,benign
192.168.154.39,185.15.59.224,36224.0,443.0,6,1.51476788520813,5.941504363728569,1187.6407055941884,9,1799,199.88888888888889,66,682,247.37847746138124,0.1873217523097992,1,0,1,0,3,8,64240.0,0,13,9,0,1799,0,benign
185.15.59.224,192.168.154.39,443.0,36240.0,6,1.3268659114837646,28.63891495826175,60205.78214317737,38,79885,2102.236842105264,66,2962,1226.0194750494663,0.0359519301234064,1,0,1,0,31,38,43440.0,0,71,38,0,79885,0,benign
185.15.59.224,192.168.154.39,443.0,36224.0,6,1.487858772277832,5.37685440920742,3988.953864830755,8,5935,741.875,66,2962,996.1505103576036,0.2135352066584996,1,0,1,0,6,8,43440.0,0,16,8,0,5935,0,benign
192.168.154.39,185.15.59.224,36240.0,443.0,6,0.0002014636993408,9927.34674556213,536076.724260355,2,108,54.0,54,54,0.0,5.459785461425781e-05,0,2,0,0,0,0,0.0,0,2,2,0,108,0,benign
192.168.154.39,185.15.59.224,36224.0,443.0,6,0.000927448272705,2156.454498714653,116448.54293059124,2,108,54.0,54,54,0.0,0.0001702308654785,0,2,0,0,0,0,0.0,0,2,2,0,108,0,benign
192.168.152.190,224.0.0.252,53409.0,5355.0,17,0.4224672317504883,4.734094977527659,407.1321680673786,2,172,86.0,86,86,0.0,0.423201322555542,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.154.39,192.168.152.2,55015.0,53.0,17,1e-06,1000000.0,87000000.0,1,87,87.0,87,87,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,87,0,benign
192.168.154.39,192.168.152.2,41745.0,53.0,17,1e-06,1000000.0,87000000.0,1,87,87.0,87,87,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,87,0,benign
192.168.152.2,192.168.154.39,53.0,55015.0,17,1e-06,1000000.0,132000000.0,1,132,132.0,132,132,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,132,0,benign
192.168.156.226,224.0.0.251,5353.0,5353.0,17,0.7668523788452148,7.82419167693691,1343.1529045408363,6,1030,171.66666666666666,82,297,100.14922199731092,0.153203535079956,0,0,0,0,0,0,,0,0,6,0,1030,0,benign
192.168.152.2,192.168.154.39,53.0,41745.0,17,1e-06,1000000.0,144000000.0,1,144,144.0,144,144,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,144,0,benign
192.168.152.190,224.0.0.252,49652.0,5355.0,17,0.4177737236022949,4.787280499009856,411.7061229148476,2,172,86.0,86,86,0.0,0.419677734375,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.157.237,224.0.0.251,48853.0,5353.0,17,1e-06,1000000.0,86000000.0,1,86,86.0,86,86,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,86,0,benign
192.168.157.237,224.0.0.251,49681.0,5353.0,17,1e-06,1000000.0,86000000.0,1,86,86.0,86,86,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,86,0,benign
192.168.152.190,224.0.0.252,60803.0,5355.0,17,0.4052448272705078,4.935288165109547,424.4347821994211,2,172,86.0,86,86,0.0,0.4129464626312256,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.152.190,224.0.0.252,61171.0,5355.0,17,0.4152629375457763,4.816225622782747,414.1954035593163,2,172,86.0,86,86,0.0,0.4156272411346435,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.152.190,224.0.0.252,55767.0,5355.0,17,0.3942375183105469,5.073083882454256,436.285213891066,2,172,86.0,86,86,0.0,0.4168615341186523,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.152.190,224.0.0.252,58718.0,5355.0,17,0.4148828983306885,4.820637360679713,414.57481301845536,2,172,86.0,86,86,0.0,0.4183559417724609,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.152.190,224.0.0.252,50673.0,5355.0,17,0.4163014888763428,4.804210538372769,413.16210630005816,2,172,86.0,86,86,0.0,0.414783239364624,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.157.239,239.255.255.250,62357.0,3702.0,17,6.720860242843628,1.0415333375595186,726.990269616544,7,4886,698.0,698,698,0.0,1.1204106012980144,0,0,0,0,0,0,,0,0,7,0,4886,0,benign
192.168.152.190,224.0.0.252,60968.0,5355.0,17,0.4145662784576416,4.824319062903112,414.8914394096676,2,172,86.0,86,86,0.0,0.4151718616485595,0,0,0,0,0,0,,0,0,2,0,172,0,benign
192.168.159.87,239.255.255.250,59764.0,1900.0,17,1e-06,1000000.0,167000000.0,1,167,167.0,167,167,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,167,0,benign
192.168.158.126,192.168.159.255,137.0,137.0,17,1.5277862548828125,1.963625468164794,180.65354307116104,3,276,92.0,92,92,0.0,0.7543213367462158,0,0,0,0,0,0,,0,0,3,0,276,0,benign
192.168.159.92,224.0.0.252,60764.0,5355.0,17,0.4313759803771972,4.636326756652492,347.7245067489369,2,150,75.0,75,75,0.0,0.4237022399902344,0,0,0,0,0,0,,0,0,2,0,150,0,benign
192.168.157.6,224.0.0.252,53905.0,5355.0,17,0.4044454097747803,4.945043142197414,370.878235664806,2,150,75.0,75,75,0.0,0.4129905700683594,0,0,0,0,0,0,,0,0,2,0,150,0,benign
192.168.158.125,224.0.0.251,5353.0,5353.0,17,1.003204584121704,1.993611304867572,169.4569609137436,2,170,85.0,85,85,0.0,0.9990737438201904,0,0,0,0,0,0,,0,0,2,0,170,0,benign
192.168.158.82,224.0.0.251,5353.0,5353.0,17,0.0054271221160888,737.0388788823968,71492.7712515925,4,388,97.0,78,116,21.93931022920578,0.0007850329081217,0,0,0,0,0,0,,0,0,4,0,388,0,benign
192.168.158.82,224.0.0.252,57318.0,5355.0,17,1e-06,1000000.0,72000000.0,1,72,72.0,72,72,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,72,0,benign
192.168.155.214,239.255.255.250,60337.0,1900.0,17,15.054468870162964,0.3985527521260901,71.34094263057014,6,1074,179.0,179,179,0.0,3.0106900215148924,0,0,0,0,0,0,,0,0,6,0,1074,0,benign
192.168.158.66,224.0.0.251,5353.0,5353.0,17,7.11692476272583,1.545611393506839,118.45003679329685,11,843,76.63636363636364,75,93,5.4272042023997455,0.7033053874969483,0,0,0,0,0,0,,0,0,11,0,843,0,benign
192.168.157.6,224.0.0.252,57202.0,5355.0,17,0.412569522857666,4.847667821284967,363.5750865963725,2,150,75.0,75,75,0.0,0.4133446216583252,0,0,0,0,0,0,,0,0,2,0,150,0,benign
192.168.154.39,192.168.152.2,39323.0,53.0,17,1e-06,1000000.0,87000000.0,1,87,87.0,87,87,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,87,0,benign
192.168.154.39,192.168.152.2,55096.0,53.0,17,1e-06,1000000.0,87000000.0,1,87,87.0,87,87,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,87,0,benign
192.168.152.2,192.168.154.39,53.0,55096.0,17,1e-06,1000000.0,144000000.0,1,144,144.0,144,144,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,144,0,benign
192.168.152.2,192.168.154.39,53.0,39323.0,17,1e-06,1000000.0,132000000.0,1,132,132.0,132,132,0.0,0.0,0,0,0,0,0,0,,0,0,1,0,132,0,benign
192.168.154.39,185.15.59.224,36246.0,443.0,6,0.4247133731842041,30.60887841259879,4294.661094198476,13,1824,140.30769230769232,66,583,168.7692629081614,0.0332323710123697,1,0,1,0,3,12,64240.0,0,17,13,0,1824,0,benign
185.15.59.224,192.168.154.39,443.0,36246.0,6,0.4179360866546631,28.712524194914742,37213.82406695909,12,15553,1296.0833333333333,66,2962,1339.977710692053,0.0361762263558127,1,0,1,0,9,12,43440.0,0,23,12,0,15553,0,benign
192.168.154.39,185.15.59.224,36246.0,443.0,6,0.0002977848052978,6716.25940752602,362678.00800640514,2,108,54.0,54,54,0.0,6.198883056640625e-05,0,2,0,0,0,0,0.0,0,2,2,0,108,0,benign
