src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,packet_count,byte_count,packet_rate,byte_rate,avg_packet_size,min_packet_size,max_packet_size,std_packet_size,iat_mean,iat_std,iat_min,iat_max,num_syn_flags,num_rst_flags,num_fin_flags,num_urg_flags,num_psh_flags,num_ack_flags,tcp_flags_count,initial_window_size,incomplete_handshake,label
192.168.154.39,35.186.224.24,41488,443,6,0.24254083633422852,16,1961,65.96827256731119,8085.236406531078,122.5625,66,583,144.35233227535096,0.01686568260192871,0.024652179398236333,0.0001590251922607422,0.07375121116638184,1,0,1,0,3,15,20,64240,0,benign
192.168.154.39,35.186.224.24,41476,443,6,0.5079104900360107,9,1493,17.719657649445086,2939.494318957946,165.88888888888889,66,583,183.8439857898841,0.0626538097858429,0.09064252626721414,0.0002989768981933594,0.2771742343902588,1,0,1,0,3,8,13,64240,0,benign
35.186.224.24,192.168.154.39,443,41488,6,0.2600748538970947,17,30856,65.36579659764602,118642.7658715862,1815.0588235294117,66,2866,1199.452399565539,0.01645985245704651,0.028530931910054572,0.0,0.10644340515136719,1,0,1,0,12,17,31,65535,0,benign
35.186.224.24,192.168.154.39,443,41476,6,0.5114812850952148,7,4917,13.68574022937499,9613.254958262403,702.4285714285714,66,2866,1032.8407197535118,0.08519868055979411,0.14123369358249108,2.384185791015625e-07,0.36557698249816895,1,0,1,0,3,7,12,65535,0,benign
192.168.154.39,35.186.224.24,41500,443,6,0.13921380043029785,9,1482,64.6487630693349,10645.496318750482,164.66666666666666,66,583,182.42327154176354,0.017353326082229614,0.017833070943205253,6.198883056640625e-05,0.04123735427856445,1,0,1,0,3,8,13,64240,0,benign
35.186.224.24,192.168.154.39,443,41500,6,0.1402733325958252,7,5607,49.90257143294201,39971.95971778655,801.0,66,2866,1100.0525745011767,0.023242513338724773,0.023538519180281454,2.384185791015625e-07,0.05973529815673828,1,0,1,0,3,7,12,65535,0,benign
192.168.154.39,35.186.224.24,55818,443,6,0.15134549140930176,9,1481,59.46658811037999,9785.557443496973,164.55555555555554,66,583,182.29722372482192,0.019181042909622192,0.01705859072080565,0.00014066696166992188,0.04096341133117676,1,0,1,0,3,8,13,64240,0,benign
35.186.224.24,192.168.154.39,443,55818,6,0.15645623207092285,7,5488,44.74094708369843,35076.90251361956,784.0,66,2866,1084.2900903356076,0.02565320332845052,0.026076017526635714,2.384185791015625e-07,0.06339073181152344,1,0,1,0,3,7,12,65535,0,benign
192.168.154.39,35.186.224.24,55826,443,6,0.13688158988952637,9,1522,65.750259090822,11119.099370692344,169.11111111111111,66,583,187.88124204164478,0.01720079779624939,0.017529221744613993,6.198883056640625e-05,0.03872823715209961,1,0,1,0,3,8,13,64240,0,benign
35.186.224.24,192.168.154.39,443,55826,6,0.14020442962646484,7,5495,49.927095874570625,39192.77026153794,785.0,66,2866,1085.1720293729163,0.023517529169718426,0.02482788356648385,0.0,0.06115221977233887,1,0,1,0,3,7,12,65535,0,benign
192.168.155.206,230.0.0.1,61437,6666,17,14.106445789337158,15,1380,1.0633436816053456,97.8276187076918,92.0,92,92,0.0,1.007651448249817,0.00507028415212839,1.0004158020019531,1.014899492263794,0,0,0,0,0,0,0,,0,benign
192.168.157.6,192.168.159.255,137,137,17,15.340110063552856,18,1656,1.1733944492853983,107.95228933425665,92.0,92,92,0.0,0.9024661288541906,0.2640397430068388,0.5845110416412354,1.305532693862915,0,0,0,0,0,0,0,,0,benign
